Id,age,job,marital,education,device,day,month,time_spent,banner_views,banner_views_old,days_elapsed_old,outcome_old,X1,X2,X3,X4,subscription
588,57,manager,divorced,grad_school,smartphone,30,3,13.35,2,1,337,success,0,0,0,0.102645579503568,1
589,36,industrial_worker,married,high_school,smartphone,13,5,75.1,1,8,345,failure,0,0,0,0.0803206652987852,1
590,43,industrial_worker,married,university,na,26,5,8.1,2,0,-1,na,0,0,1,0.0783142374666352,0
591,45,industrial_worker,married,university,na,16,5,8.1,4,0,-1,na,0,0,1,0.0600929675158426,0
592,83,retired,divorced,high_school,desktop,5,3,8.55,1,0,-1,na,0,0,0,0.0827628783614475,1
593,41,industrial_worker,married,high_school,smartphone,3,2,7.35,1,0,-1,na,0,0,1,0.0746282207252192,1
594,49,technology,married,university,smartphone,9,12,42.2,1,0,-1,na,0,0,0,0.0755905797759337,1
595,30,technology,single,grad_school,smartphone,26,4,10.1,1,2,202,success,0,0,0,0.0787500226971474,1
596,25,teacher,single,university,smartphone,30,4,15.85,1,0,-1,na,0,0,0,0.0983694369291667,1
597,30,manager,single,grad_school,smartphone,15,4,6.55,1,0,-1,na,0,0,0,0.0749096653532584,1
598,21,student,single,university,na,17,4,4.2,1,0,-1,na,0,0,0,0.0777604270695259,0
599,37,teacher,married,grad_school,smartphone,6,5,9.8,2,1,342,failure,0,0,1,0.0803206652987852,0
600,40,entrepreneur,single,university,smartphone,4,2,8.45,3,0,-1,na,0,0,1,0.0813647340802208,0
601,26,student,single,university,smartphone,30,4,4.7,1,0,-1,na,0,0,0,0.0771612223775715,0
602,55,retired,divorced,university,smartphone,22,2,12.55,1,1,264,failure,0,0,0,0.0928131752401358,1
603,48,industrial_worker,married,university,na,30,5,10.3,3,0,-1,na,0,0,1,0.089517549434387,0
604,31,teacher,single,university,smartphone,18,5,14.0,2,1,370,failure,0,0,1,0.0852777222958618,0
605,36,manager,single,grad_school,smartphone,17,4,3.1,1,1,346,other,0,0,1,0.0814555226699108,0
606,49,industrial_worker,single,university,na,6,5,3.65,1,0,-1,na,0,0,1,0.0741016469050169,0
607,52,salesman,married,university,smartphone,18,2,10.6,1,4,553,failure,1,0,0,0.0815281535416628,1
608,29,manager,married,grad_school,smartphone,30,4,6.0,2,0,-1,na,0,0,0,0.0739382274435749,0
609,40,industrial_worker,married,high_school,na,2,6,0.55,1,0,-1,na,0,0,1,0.0777059539157118,0
610,29,technology,divorced,university,smartphone,4,2,0.75,1,0,-1,na,1,0,1,0.0757812358142828,0
611,33,salesman,single,university,smartphone,12,5,2.2,2,1,371,failure,0,0,1,0.0756178163528407,0
612,32,technology,single,grad_school,smartphone,2,8,4.5,8,3,95,success,0,0,0,0.0763259673524231,0
613,28,manager,single,grad_school,smartphone,5,8,4.4,3,0,-1,na,0,0,0,0.0866940242950266,0
614,37,industrial_worker,married,university,smartphone,17,4,12.8,2,0,-1,na,0,0,1,0.0743286183792421,0
615,38,industrial_worker,married,high_school,desktop,13,5,33.95,2,0,-1,na,0,0,1,0.1128048226898843,1
616,49,teacher,married,university,smartphone,18,5,0.6,3,0,-1,na,1,0,1,0.0807927659651735,0
617,44,entrepreneur,married,grad_school,desktop,14,8,27.1,2,0,-1,na,0,0,0,0.0784685780691082,1
618,40,industrial_worker,married,university,na,20,5,9.85,6,0,-1,na,0,0,1,0.0807655293882664,0
619,29,teacher,single,university,smartphone,18,7,4.9,1,0,-1,na,0,0,0,0.0715958818295716,0
620,32,unemployed,single,university,smartphone,20,11,7.5,1,4,171,other,0,0,1,0.0841428649247362,0
621,55,teacher,divorced,university,smartphone,28,8,7.25,2,8,93,failure,0,0,0,0.0897989940624262,1
622,41,technology,divorced,university,smartphone,18,2,16.65,1,0,-1,na,0,0,1,0.1095455123200116,1
623,32,manager,married,university,na,28,5,5.0,2,0,-1,na,0,0,1,0.0759809707116009,0
624,25,industrial_worker,single,university,smartphone,5,3,20.4,1,0,-1,na,0,0,0,0.0774245092876727,1
625,32,teacher,married,university,smartphone,7,5,10.45,2,0,-1,na,1,0,1,0.0746463784431572,0
626,45,entrepreneur,married,high_school,smartphone,14,5,28.8,1,1,364,failure,1,0,1,0.0753091351478946,0
627,40,salesman,married,university,na,5,6,13.1,2,0,-1,na,0,0,0,0.0766982005701523,0
628,23,student,single,university,smartphone,18,5,1.15,5,7,354,other,0,0,1,0.0749278230711964,0
629,35,salesman,married,university,smartphone,6,5,16.65,3,1,351,failure,0,0,1,0.0728033700724492,0
630,33,manager,single,grad_school,desktop,20,8,28.9,6,0,-1,na,0,0,0,0.0767254371470593,1
631,32,manager,single,grad_school,smartphone,28,8,3.75,4,0,-1,na,0,0,0,0.0830987961433007,0
632,49,salesman,married,university,desktop,31,7,51.1,4,0,-1,na,0,0,0,0.0763259673524231,1
633,35,manager,married,grad_school,smartphone,23,7,17.0,2,7,445,other,0,0,1,0.1102445844606249,1
634,29,manager,single,grad_school,smartphone,9,7,7.0,1,0,-1,na,0,0,1,0.0728033700724492,0
635,35,entrepreneur,married,high_school,smartphone,20,11,10.35,3,0,-1,na,0,0,1,0.0692262996386614,0
636,38,industrial_worker,single,high_school,smartphone,11,5,13.7,4,0,-1,na,0,0,1,0.0728033700724492,0
637,55,technology,married,high_school,smartphone,4,2,8.75,2,3,247,other,0,0,1,0.0802298767090952,0
638,51,housekeeper,married,university,smartphone,25,8,5.6,3,0,-1,na,0,0,0,0.0782779220307591,0
639,51,freelance,married,university,smartphone,24,7,8.9,1,0,-1,na,0,0,0,0.0811649991829027,0
640,45,freelance,married,grad_school,na,6,6,31.45,2,0,-1,na,0,0,0,0.0774335881466417,0
641,46,entrepreneur,married,university,smartphone,29,7,4.5,12,0,-1,na,0,0,0,0.0728033700724492,0
642,56,retired,married,high_school,smartphone,2,3,10.75,2,5,123,failure,0,0,0,0.0904799084851016,1
643,54,technology,married,na,smartphone,29,10,6.6,1,0,-1,na,0,0,1,0.0749822962250104,1
644,33,teacher,single,university,na,26,5,3.55,6,0,-1,na,0,0,1,0.1130771884589544,0
645,57,housekeeper,married,high_school,smartphone,7,8,2.45,2,0,-1,na,1,0,1,0.0773518784159206,0
646,36,freelance,single,university,smartphone,18,11,8.8,2,0,-1,na,0,0,0,0.0729395529569843,0
647,39,salesman,single,university,smartphone,3,9,10.15,1,1,185,success,0,0,0,0.0736295462386287,1
648,48,industrial_worker,divorced,high_school,na,14,5,41.1,1,0,-1,na,0,0,1,0.0730212626877054,1
649,48,industrial_worker,married,university,smartphone,4,5,17.55,1,3,89,success,0,0,1,0.0885097960888275,1
650,40,salesman,married,university,smartphone,11,5,13.0,1,10,348,failure,0,0,1,0.0791131770559076,0
651,31,manager,married,grad_school,smartphone,19,11,7.3,2,0,-1,na,1,0,1,0.1203584333520963,0
652,43,teacher,married,high_school,na,28,5,21.4,2,0,-1,na,0,0,1,0.0681186788444428,0
653,27,unemployed,single,university,desktop,9,2,0.7,5,0,-1,na,0,0,0,0.074201514353676,0
654,49,technology,divorced,grad_school,smartphone,19,8,2.9,2,0,-1,na,0,0,0,0.0728033700724492,0
655,56,manager,married,grad_school,smartphone,17,11,12.0,1,0,-1,na,0,0,1,0.1345214533437437,0
656,46,manager,divorced,grad_school,smartphone,20,8,2.0,2,0,-1,na,0,0,0,0.0728033700724492,0
657,44,entrepreneur,single,grad_school,smartphone,3,4,16.75,2,7,249,other,1,0,1,0.0831169538612387,0
658,55,manager,married,grad_school,smartphone,30,7,40.2,2,0,-1,na,0,0,0,0.0693987979590725,1
659,57,teacher,married,university,na,16,5,1.85,1,0,-1,na,1,0,1,0.1106440542552611,0
660,60,industrial_worker,married,high_school,smartphone,4,5,24.2,1,2,95,success,0,0,0,0.0728487643672943,1
661,54,salesman,divorced,university,smartphone,1,6,8.2,1,2,81,success,0,0,0,0.0728033700724492,1
662,38,salesman,single,university,smartphone,2,3,9.85,1,0,-1,na,0,0,0,0.0736295462386287,1
663,70,housekeeper,divorced,high_school,smartphone,11,8,32.05,1,0,-1,na,0,0,0,0.0847057541808145,1
664,23,student,single,university,smartphone,14,7,29.65,1,0,-1,na,0,0,0,0.0845877290142174,1
665,31,technology,single,grad_school,smartphone,4,9,14.15,1,1,93,success,0,0,0,0.0808109236831115,1
666,28,technology,single,university,na,27,5,17.0,3,0,-1,na,0,0,1,0.1714451727706862,0
667,47,housekeeper,married,grad_school,smartphone,15,4,2.2,1,0,-1,na,0,0,0,0.0935939571114702,0
668,53,retired,married,high_school,smartphone,10,7,9.0,1,0,-1,na,1,0,0,0.0733571804695585,0
669,50,unemployed,married,university,smartphone,29,7,9.8,4,0,-1,na,0,0,0,0.0888911081655257,0
670,32,salesman,married,university,na,19,5,16.65,2,0,-1,na,1,0,1,0.0740017794563579,0
671,47,manager,married,grad_school,desktop,23,7,1.65,1,0,-1,na,0,0,1,0.1126232455105042,0
672,31,salesman,married,university,na,27,5,13.7,1,0,-1,na,1,0,0,0.0679189439471247,0
673,42,industrial_worker,married,university,na,13,5,4.15,1,0,-1,na,0,0,1,0.0771249069416955,0
674,43,teacher,married,university,smartphone,2,2,6.25,1,0,-1,na,0,0,1,0.0807655293882664,0
675,34,technology,single,university,smartphone,24,7,3.05,1,0,-1,na,1,0,1,0.0728306066493563,0
676,29,manager,single,grad_school,smartphone,20,4,22.15,1,0,-1,na,0,0,0,0.0834256350661848,1
677,37,industrial_worker,married,university,na,5,6,9.6,1,0,-1,na,0,0,1,0.074174277776769,0
678,62,housekeeper,married,grad_school,smartphone,14,4,24.3,1,0,-1,na,0,0,0,0.0866758665770885,1
679,45,freelance,married,university,na,16,5,2.85,2,0,-1,na,0,0,1,0.0829081401049516,0
680,37,teacher,divorced,university,smartphone,21,11,27.25,4,0,-1,na,0,0,1,0.0867212608719336,1
681,33,manager,married,grad_school,smartphone,9,3,14.75,1,1,326,success,0,0,1,0.0728033700724492,1
682,44,technology,married,university,na,9,6,12.1,3,0,-1,na,0,0,0,0.1728160804750059,0
683,42,entrepreneur,married,university,na,20,6,4.95,3,0,-1,na,0,0,0,0.081900386759392,0
684,44,manager,married,university,smartphone,11,7,4.3,2,0,-1,na,0,1,1,0.0728033700724492,0
685,36,technology,divorced,grad_school,smartphone,2,3,6.95,1,0,-1,na,0,0,0,0.0853412743086449,0
686,41,salesman,married,university,smartphone,9,4,29.1,4,3,316,failure,0,0,1,0.0800936938245601,1
687,34,teacher,single,grad_school,smartphone,21,11,35.2,1,0,-1,na,0,0,1,0.1114248361265956,1
688,33,industrial_worker,married,university,smartphone,3,2,21.45,3,0,-1,na,0,0,1,0.0786138398126123,0
689,36,salesman,married,high_school,na,2,6,51.3,1,0,-1,na,0,0,1,0.0728033700724492,1
690,29,manager,single,grad_school,na,16,6,9.0,4,0,-1,na,1,0,1,0.078005556261689,0
691,26,technology,single,grad_school,smartphone,13,2,5.45,1,0,-1,na,0,0,0,0.1804967951627839,1
692,43,teacher,married,high_school,na,6,6,51.55,13,0,-1,na,0,0,1,0.0771793800955095,0
693,44,freelance,married,grad_school,smartphone,19,11,3.75,1,0,-1,na,0,0,1,0.1128502169847293,0
694,37,salesman,single,university,na,3,6,51.75,3,0,-1,na,0,0,1,0.0753272928658326,1
695,57,salesman,married,university,na,9,6,4.8,1,0,-1,na,0,0,0,0.0833893196303088,0
696,42,industrial_worker,single,university,smartphone,13,5,47.05,3,4,370,failure,1,0,1,0.0826085377589744,1
697,39,industrial_worker,married,university,smartphone,4,5,41.55,4,0,-1,na,0,0,0,0.0751729522633595,1
698,37,industrial_worker,single,university,smartphone,18,5,11.6,1,0,-1,na,0,0,1,0.1298276832567683,0
699,31,technology,married,university,smartphone,20,8,3.65,3,0,-1,na,1,0,0,0.0700343180869028,0
700,34,manager,single,grad_school,na,3,6,31.15,28,0,-1,na,0,0,1,0.0758901821219109,0
701,61,retired,married,grad_school,smartphone,2,3,71.85,2,0,-1,na,0,0,0,0.3695458754743704,1
702,40,teacher,married,university,smartphone,28,7,24.3,2,11,182,success,0,0,0,0.0728033700724492,1
703,32,technology,married,university,na,23,5,10.7,4,0,-1,na,0,0,1,0.0748097979045993,0
704,56,salesman,divorced,university,smartphone,11,8,2.85,7,0,-1,na,0,0,0,0.0771249069416955,0
705,51,salesman,married,na,smartphone,28,8,4.4,14,0,-1,na,0,0,0,0.1379441831750585,0
706,57,retired,married,university,smartphone,3,6,9.5,1,0,-1,na,0,0,0,0.1210393477747716,1
707,41,housekeeper,married,high_school,na,9,6,15.6,1,0,-1,na,0,0,0,0.0808290814010495,0
708,24,salesman,single,university,na,13,5,49.5,1,0,-1,na,0,1,1,0.0716957492782307,1
709,46,salesman,divorced,high_school,na,13,5,10.25,1,0,-1,na,0,0,1,0.0736295462386287,0
710,45,teacher,divorced,university,na,8,5,14.4,5,0,-1,na,0,0,1,0.0817369672979499,0
711,31,manager,single,grad_school,na,2,7,32.5,3,0,-1,na,1,0,0,0.0763804405062371,0
712,60,salesman,married,grad_school,smartphone,7,8,10.2,2,0,-1,na,0,0,0,0.1323334483322136,0
713,45,teacher,married,university,smartphone,3,6,10.7,2,0,-1,na,0,0,1,0.0746554573021262,1
714,47,industrial_worker,divorced,high_school,na,3,6,122.3,2,0,-1,na,0,0,1,0.0739473063025439,1
715,71,retired,married,grad_school,smartphone,8,7,44.3,2,0,-1,na,0,0,0,0.1126414032284422,1
716,32,entrepreneur,married,university,smartphone,18,11,13.05,1,0,-1,na,0,0,1,0.0909247725745828,0
717,57,teacher,married,university,smartphone,21,11,1.3,2,0,-1,na,0,0,0,0.1086103898462041,0
718,45,teacher,married,university,smartphone,7,5,27.15,3,1,288,other,1,1,1,0.0718410110217347,1
719,43,industrial_worker,single,university,na,5,6,36.3,2,0,-1,na,0,0,1,0.0756904472245928,1
720,34,technology,divorced,university,smartphone,25,7,3.55,2,0,-1,na,0,0,0,0.0789315998765275,0
721,45,technology,divorced,university,smartphone,5,8,7.7,3,0,-1,na,0,0,0,0.0732482341619305,0
722,29,freelance,married,university,smartphone,22,10,11.85,1,3,184,success,1,0,0,0.0739200697256368,1
723,50,industrial_worker,married,high_school,desktop,9,9,10.2,2,4,99,failure,0,0,0,0.1069761952317832,1
724,35,industrial_worker,married,university,na,20,5,21.85,1,0,-1,na,0,0,1,0.0914513463947851,0
725,28,technology,single,grad_school,smartphone,5,2,56.4,2,0,-1,na,0,0,0,0.0789406787354965,1
726,36,teacher,divorced,university,na,13,5,5.55,2,0,-1,na,0,0,1,0.0755905797759337,0
727,33,salesman,single,university,smartphone,25,5,9.6,2,2,365,success,0,0,1,0.074183356635738,1
728,63,retired,divorced,university,smartphone,8,6,24.8,1,0,-1,na,0,0,0,0.0863308699362664,1
729,43,freelance,married,grad_school,smartphone,9,7,28.6,2,4,161,failure,0,0,0,0.0955095963539302,0
730,27,industrial_worker,single,university,na,19,5,9.75,3,0,-1,na,0,0,1,0.0728487643672943,0
731,28,student,single,university,smartphone,2,7,20.65,3,0,-1,na,0,0,0,0.0745828264303742,1
732,46,technology,married,university,na,5,6,8.0,2,0,-1,na,0,0,0,0.079993826375901,0
733,37,industrial_worker,married,high_school,na,6,6,3.5,1,0,-1,na,0,0,0,0.0730484992646124,0
734,33,salesman,single,university,smartphone,7,7,38.6,1,0,-1,na,0,0,0,0.0743467760971801,1
735,54,manager,married,grad_school,smartphone,19,11,2.0,1,0,-1,na,1,0,1,0.0968623463403119,0
736,34,manager,married,grad_school,smartphone,11,8,53.5,3,0,-1,na,1,0,0,0.0803206652987852,1
737,60,teacher,married,university,smartphone,22,12,9.0,1,9,188,success,0,0,0,0.1067129083216821,1
738,33,freelance,single,grad_school,smartphone,6,4,9.3,1,1,363,failure,1,0,1,0.0779056888130299,1
739,36,manager,married,grad_school,smartphone,4,8,14.15,1,2,181,other,0,0,1,0.0830897172843317,1
740,57,retired,married,grad_school,na,26,5,7.35,5,0,-1,na,0,0,0,0.0740562526101719,0
741,32,technology,single,university,smartphone,20,8,15.6,2,0,-1,na,0,0,1,0.0728033700724492,0
742,35,industrial_worker,married,university,smartphone,7,5,26.05,3,0,-1,na,1,0,1,0.0664390899351769,0
743,29,salesman,single,university,smartphone,16,6,9.6,1,0,-1,na,0,0,0,0.0982241751856626,0
744,32,manager,single,grad_school,smartphone,21,7,31.4,3,0,-1,na,0,0,1,0.0959635393023804,1
745,28,technology,single,grad_school,smartphone,23,7,34.0,1,0,-1,na,1,0,0,0.0716866704192617,1
746,44,industrial_worker,married,high_school,smartphone,7,5,48.65,4,0,-1,na,0,0,1,0.1094002505765075,1
747,30,industrial_worker,married,high_school,na,29,5,0.15,1,0,-1,na,0,0,1,0.0830352441305176,0
748,41,unemployed,married,university,smartphone,5,5,19.5,1,0,-1,na,1,0,1,0.0728033700724492,1
749,24,technology,single,university,smartphone,8,9,21.75,2,0,-1,na,0,0,0,0.0793946216839467,1
750,53,retired,married,grad_school,smartphone,17,11,54.05,2,1,150,success,0,0,0,0.0934033010731211,1
751,48,industrial_worker,married,high_school,na,19,6,0.4,18,0,-1,na,0,0,1,0.0749550596481034,0
752,35,teacher,married,university,smartphone,29,7,19.2,4,0,-1,na,0,0,0,0.0717865378679207,0
753,36,teacher,single,university,smartphone,30,4,11.0,1,0,-1,na,0,0,0,0.0794127794018847,1
754,30,teacher,single,university,smartphone,9,2,5.65,1,0,-1,na,0,0,0,0.0752546619940805,1
755,21,student,single,university,desktop,15,5,2.1,1,0,-1,na,0,0,1,0.0739473063025439,0
756,38,technology,married,university,smartphone,16,11,77.3,4,0,-1,na,0,0,1,0.0778602945181849,1
757,47,technology,married,university,smartphone,20,11,1.35,2,0,-1,na,0,0,1,0.1336680406006573,0
758,37,industrial_worker,married,high_school,smartphone,25,8,25.05,1,13,392,failure,0,0,1,0.0737657291231638,1
759,46,industrial_worker,married,university,na,15,5,62.65,2,0,-1,na,0,0,1,0.0788680478637444,1
760,92,retired,married,na,smartphone,22,10,15.15,3,0,-1,na,0,0,0,0.0798394857734279,1
761,32,industrial_worker,married,high_school,smartphone,3,2,15.55,1,0,-1,na,0,0,1,0.0757903146732518,0
762,58,industrial_worker,married,high_school,na,5,5,7.3,2,0,-1,na,0,0,1,0.0734933633540936,0
763,44,manager,married,grad_school,desktop,16,4,9.55,2,8,330,other,0,0,1,0.0731483667132714,0
764,41,unemployed,married,university,smartphone,12,5,7.1,3,2,351,failure,0,0,1,0.0753182140068636,0
765,26,manager,single,grad_school,smartphone,22,4,19.85,2,0,-1,na,0,0,0,0.0745646687124362,1
766,45,salesman,married,university,na,6,6,6.3,2,0,-1,na,1,0,0,0.0745374321355292,0
767,60,retired,married,high_school,na,6,6,8.35,2,0,-1,na,0,0,0,0.2727016868519964,0
768,30,technology,single,university,desktop,20,4,26.2,3,3,319,failure,0,0,1,0.1028816298367621,0
769,37,salesman,married,university,smartphone,20,4,35.7,2,0,-1,na,0,0,1,0.0741107257639859,0
770,33,technology,married,grad_school,smartphone,8,7,17.6,1,0,-1,na,0,0,0,0.070461024458446,0
771,53,housekeeper,married,high_school,smartphone,28,7,66.45,3,0,-1,na,1,0,0,0.08182775588764,0
772,31,freelance,single,grad_school,smartphone,21,11,29.9,3,0,-1,na,0,0,1,0.2355328382328909,0
773,33,manager,single,grad_school,smartphone,12,8,48.4,1,0,-1,na,0,0,0,0.0735932308027527,1
774,31,teacher,single,university,smartphone,18,7,18.55,1,0,-1,na,0,0,1,0.0795035679915748,0
775,26,industrial_worker,married,high_school,na,15,5,0.55,6,0,-1,na,0,0,1,0.0773427995569516,0
776,38,salesman,single,university,smartphone,11,8,83.85,9,0,-1,na,0,0,1,0.1600421259056161,0
777,57,teacher,married,university,smartphone,2,2,3.85,2,3,265,other,0,0,1,0.077951083107875,0
778,43,industrial_worker,married,high_school,na,14,5,4.15,4,0,-1,na,0,0,1,0.1181795071995351,0
779,46,housekeeper,married,high_school,na,19,6,33.25,5,0,-1,na,0,0,0,0.0835890545276269,0
780,22,teacher,single,university,smartphone,6,10,10.4,1,0,-1,na,0,0,0,0.076180705608919,1
781,34,housekeeper,married,grad_school,smartphone,18,8,6.9,1,2,84,failure,0,0,0,0.0728033700724492,1
782,31,salesman,single,university,na,26,5,10.65,2,0,-1,na,0,0,1,0.0728033700724492,0
783,57,retired,married,high_school,smartphone,8,8,4.9,4,0,-1,na,0,0,0,0.0750095328019174,0
784,32,industrial_worker,single,university,smartphone,6,5,7.15,1,2,169,failure,0,0,1,0.0732845495978065,0
785,39,manager,single,grad_school,smartphone,27,8,1.35,3,0,-1,na,0,0,1,0.0802117189911571,0
786,34,freelance,single,university,smartphone,27,8,29.95,13,0,-1,na,0,0,0,0.0754907123272747,1
787,44,technology,married,grad_school,smartphone,5,6,22.6,1,0,-1,na,0,0,0,0.0903528044595355,1
788,39,salesman,married,university,desktop,16,7,8.9,1,0,-1,na,1,0,1,0.0848147004884426,0
789,35,salesman,married,university,smartphone,17,4,4.3,2,2,344,failure,1,0,1,0.0781235814282861,0
790,26,manager,single,grad_school,smartphone,13,8,19.6,2,0,-1,na,0,0,0,0.0727307392006972,0
791,44,industrial_worker,married,high_school,smartphone,11,5,38.1,2,1,357,failure,0,0,1,0.0814555226699108,0
792,60,retired,married,university,smartphone,4,9,25.5,1,0,-1,na,0,0,0,0.1206217202621974,1
793,36,manager,single,grad_school,smartphone,18,11,4.8,1,0,-1,na,1,0,0,0.0729213952390463,0
794,33,industrial_worker,single,university,smartphone,21,11,10.75,3,0,-1,na,1,0,1,0.0694714288308245,0
795,27,student,single,grad_school,smartphone,12,8,16.75,2,0,-1,na,0,0,0,0.1208396128774535,0
796,37,manager,married,grad_school,smartphone,11,7,6.55,2,0,-1,na,0,0,1,0.0781235814282861,0
797,54,industrial_worker,married,university,smartphone,12,5,13.4,2,5,309,failure,0,0,1,0.0741016469050169,0
798,39,teacher,married,university,smartphone,15,5,5.65,2,1,364,failure,0,0,0,0.0669021117425962,0
799,58,retired,divorced,high_school,smartphone,19,11,33.5,2,6,111,failure,0,0,1,0.0958455141357834,1
800,60,industrial_worker,married,high_school,smartphone,29,10,19.55,1,0,-1,na,0,0,0,0.0728487643672943,1
801,59,manager,married,grad_school,smartphone,23,9,11.7,1,3,92,success,0,0,0,0.121801971928168,1
802,52,teacher,single,na,smartphone,24,2,11.6,2,0,-1,na,0,0,0,0.0930219889964229,1
803,26,industrial_worker,single,grad_school,smartphone,5,2,7.85,1,0,-1,na,0,0,0,0.0866667877181195,0
804,40,technology,married,university,smartphone,16,7,34.5,4,0,-1,na,0,0,1,0.0695622174205145,1
805,26,technology,single,university,smartphone,3,2,11.8,1,0,-1,na,1,0,0,0.0712781217656565,0
806,48,industrial_worker,married,university,desktop,4,5,20.1,5,2,350,success,0,0,1,0.0806384253627004,1
807,54,technology,married,na,smartphone,30,1,24.05,1,0,-1,na,0,0,0,0.0728033700724492,0
808,40,technology,married,grad_school,smartphone,15,5,6.75,4,7,360,failure,0,0,1,0.0782688431717901,0
809,34,technology,single,university,smartphone,8,8,2.55,2,0,-1,na,1,0,0,0.074265066366459,0
810,25,industrial_worker,single,high_school,na,30,5,3.75,4,0,-1,na,0,0,1,0.074210593212645,0
811,32,salesman,single,university,na,20,5,12.35,1,0,-1,na,0,0,1,0.0748733499173823,0
812,22,student,single,university,smartphone,8,7,7.15,1,0,-1,na,0,0,0,0.0744829589817151,1
813,49,industrial_worker,married,high_school,smartphone,12,8,34.3,2,0,-1,na,0,0,0,0.0739654640204819,1
814,39,teacher,married,grad_school,smartphone,28,1,5.65,2,0,-1,na,1,0,1,0.0820819639387721,0
815,58,retired,married,na,smartphone,11,8,13.15,2,0,-1,na,0,0,0,0.0728033700724492,0
816,51,entrepreneur,married,high_school,smartphone,18,11,55.6,4,0,-1,na,0,0,0,0.0776877961977738,1
817,34,manager,single,grad_school,smartphone,13,5,31.95,2,0,-1,na,0,0,1,0.1074936901930165,1
818,39,teacher,married,university,smartphone,13,5,16.35,3,6,330,other,1,0,1,0.0741198046229549,0
819,46,manager,single,university,smartphone,31,7,5.8,6,0,-1,na,0,0,0,0.0873749387177019,0
820,60,manager,married,grad_school,smartphone,11,8,4.6,8,0,-1,na,1,0,0,0.07617162674995,0
821,35,manager,married,grad_school,smartphone,7,5,10.8,2,4,88,success,0,0,0,0.0733662593285276,1
822,49,manager,married,grad_school,smartphone,8,5,40.15,1,0,-1,na,0,0,1,0.0847057541808145,1
823,29,freelance,single,grad_school,na,30,5,14.3,2,0,-1,na,0,0,0,0.078060029415503,0
824,45,industrial_worker,married,university,na,26,5,36.75,4,0,-1,na,0,0,1,0.0733571804695585,1
825,56,salesman,divorced,university,smartphone,26,2,5.1,1,2,227,failure,0,0,0,0.0812921032084687,0
826,41,freelance,married,university,na,12,5,56.85,2,0,-1,na,0,0,1,0.0755633431990267,0
827,36,industrial_worker,divorced,university,na,16,6,69.25,2,0,-1,na,0,0,1,0.0785956820946743,1
828,42,industrial_worker,single,high_school,na,18,6,48.15,1,0,-1,na,0,0,0,0.1175621447896428,1
829,42,industrial_worker,married,high_school,na,7,5,8.05,2,0,-1,na,0,0,1,0.0800936938245601,0
830,29,manager,married,grad_school,desktop,15,7,4.05,2,0,-1,na,0,0,1,0.0728033700724492,0
831,46,manager,married,university,desktop,17,11,7.25,1,0,-1,na,0,0,1,0.0846603598859695,0
832,39,teacher,married,na,smartphone,21,8,14.4,1,0,-1,na,0,0,0,0.1023278194396528,0
833,62,retired,married,grad_school,smartphone,17,12,8.9,2,0,-1,na,0,0,0,0.0728033700724492,0
834,32,technology,single,grad_school,smartphone,18,5,26.6,2,0,-1,na,0,0,1,0.0971710275452581,1
835,35,unemployed,single,grad_school,smartphone,4,2,31.95,1,1,176,failure,0,0,0,0.0765710965445862,1
836,37,teacher,divorced,university,na,2,6,24.95,2,0,-1,na,0,0,1,0.0789134421585895,0
837,33,industrial_worker,married,university,na,23,5,10.9,2,0,-1,na,0,0,1,0.0653133114230203,0
838,29,manager,single,grad_school,smartphone,8,5,29.8,3,0,-1,na,0,0,1,0.1004121801971928,1
839,61,housekeeper,married,high_school,smartphone,31,8,21.65,2,3,186,failure,0,0,0,0.0747190093149093,1
840,28,technology,single,university,na,6,6,35.1,2,0,-1,na,0,1,1,0.0633431990267463,1
841,52,technology,married,university,smartphone,8,7,28.7,2,0,-1,na,0,1,0,0.0728033700724492,0
842,36,entrepreneur,married,university,smartphone,17,4,21.0,1,0,-1,na,1,0,1,0.0787954169919924,0
843,60,retired,divorced,university,smartphone,15,10,8.85,2,10,213,success,0,0,0,0.0774699035825177,1
844,58,manager,married,grad_school,smartphone,14,9,17.4,2,0,-1,na,0,0,0,0.0728033700724492,1
845,37,manager,single,grad_school,smartphone,21,11,16.05,2,0,-1,na,1,0,0,0.2736731247616799,1
846,23,student,single,university,smartphone,13,8,24.3,2,0,-1,na,0,0,0,0.0767163582880903,1
847,39,entrepreneur,married,grad_school,smartphone,9,7,4.35,1,0,-1,na,0,0,1,0.0785048935049843,0
848,56,retired,married,high_school,smartphone,13,8,15.5,2,2,101,success,0,0,0,0.157845042035117,1
849,44,manager,married,na,smartphone,9,3,34.5,2,3,154,success,0,0,0,0.0753636083017086,1
850,49,salesman,married,university,na,8,5,3.0,1,0,-1,na,0,0,1,0.0726036351751311,0
851,74,retired,married,university,smartphone,5,5,10.8,1,2,99,failure,0,0,0,0.0812921032084687,1
852,32,technology,single,grad_school,smartphone,5,2,4.6,1,0,-1,na,0,0,0,0.0892633413832549,0
853,28,technology,married,university,smartphone,29,1,3.1,1,1,261,failure,1,0,1,0.0749096653532584,0
854,32,industrial_worker,married,university,smartphone,14,7,16.2,3,0,-1,na,1,0,1,0.0941659252265175,0
855,70,retired,married,high_school,smartphone,9,9,19.2,1,0,-1,na,0,0,0,0.1321609500118025,1
856,38,teacher,married,university,smartphone,9,7,23.65,4,7,239,success,0,0,1,0.0888457138706807,1
